Date,0101.HK,1038.HK,1044.HK,1109.HK,0011.HK,0012.HK,0016.HK,0017.HK,0001.HK,0267.HK,0027.HK,0291.HK,0002.HK,0322.HK,0003.HK,0005.HK,0688.HK,0006.HK,0941.HK
2000-01-04,-0.0077518938567847275,0.0,0.023809319716779884,0.04545457008456409,-0.002881844380403458,0.006085208449281737,0.0029850746268656717,-0.02312136114846579,-0.01999999359518563,-0.008333317281068755,-0.015624985448084446,0.016260139902738155,-0.0028168584259463027,0.01960782480441495,-0.009478787869309706,0.0,0.2137936612179078,0.0,-0.02336448598130841
2000-01-05,-0.008196674537606701,0.003378391222330155,-0.011627522890323717,-0.05555550404536735,-0.026785714285714284,-0.03361350509080204,-0.01875,-0.009375006983817656,-0.024064177838748466,0.2256945009022134,-0.01639342660450326,-0.0291667345973882,0.029325514508715074,0.0,-0.004901859290239762,-0.0049504950495049506,-0.04666669028288467,0.008316040302872698,-0.05845517667144658
2000-01-06,-0.016528988151582193,-0.03678931088641254,0.024390091343081607,-0.04705884745376678,-0.0696969696969697,-0.06304350829806267,-0.05993690851735016,-0.0625,-0.05706521203125781,-0.0962567494544332,0.0,0.045833291418632814,-0.011428615025111607,0.059999942779541016,-0.009803637702389333,-0.039603960396039604,-0.1398601029978608,-0.0020661629269761355,-0.07912084558507898
2000-01-07,0.008333365122477213,0.013888942238726675,0.012048388925345741,0.0487805143982653,0.04487179487179487,-0.0022727050021473447,-0.009933774834437087,-0.003289524950459006,0.005681785788324048,-0.054285734456666686,0.0,0.0,0.005763710620809536,0.0,0.03921568310281999,0.02030456852791878,0.08527099851874956,0.0,-0.030162396359274042
2000-01-10,-0.024193487604002417,-0.023333358764648437,0.0,-0.02222220161814694,-0.03869047619047619,0.01126123467654286,-0.022727272727272728,-0.022653713958891,-0.024590112296578603,-0.059999986335806436,-0.01666674945089223,-0.014705863223512302,0.008571406773158482,0.04081628681073312,0.0,-0.02912621359223301,-0.01973644417186054,0.0,0.03296703296703297
2000-01-11,-0.02459017995287442,-0.013513500451867638,-0.0352941565551753,-0.01136362558800321,-0.036585365853658534,-0.013186847299010575,-0.06168831168831169,-0.019607857457526703,0.0,0.0,0.016949238156632324,-0.028985543311435383,-0.011235891245119384,-0.019999980926513672,-0.028037339224087618,-0.02,-0.12658231511145882,0.006172902493352144,-0.0020661629269761355
2000-01-12,0.025641042361154186,0.020761259148426244,0.024390091343081607,-0.03409087676400963,0.0,-0.013362981201842978,0.03484320557491289,0.01706488442311016,0.0,0.029940060456212562,0.033898375288438504,0.007692337864737649,0.0028570992606026784,0.06382978993230624,-0.004854267843967582,0.005221932114882507,-0.014706124208006837,0.01840486059505219,0.004264327115892126
2000-01-13,-0.041666666666666664,0.0,0.012345816569863832,-0.04705884745376678,-0.003205128205128205,-0.02494331753784583,0.013468013468013467,0.0033333854791718345,-0.019337053393973437,-0.022988483369129308,0.033333300219643106,-0.026515135688140738,-0.019830050370214757,0.06250000388051082,-0.004878268637976965,-0.002577319587628866,0.04545447311480268,0.0020039773760173736,-0.04008441908681301
2000-01-14,-0.02586208455769491,0.0034482890161974676,-0.012047854154421403,0.02439022085483674,0.0,-0.03233250463151096,-0.009836065573770493,-0.0324675310540427,-0.016853956504955307,-0.011764752769288964,-0.016129016752173694,-0.05343500474564035,-0.0028901294373144884,-0.0392156496088299,0.01442309332152588,-0.010230179028132993,-0.028368477949840647,0.00399203131798023,-0.06437768451142813
2000-01-17,0.07079647586119532,-0.017006802941754436,0.0,-0.023529458788438158,-0.012658227848101266,-0.016509447194314433,-0.003278688524590164,-0.010067121140376941,-0.005618005491708314,0.008928577782828047,0.0,-0.03174606976390007,0.005780369125999898,0.0,-0.014150883925348594,-0.02030456852791878,-0.035460794628682055,-0.005964199634410936,-0.006666649712456597
2000-01-18,0.0,-0.0034602208577749504,0.0,0.04819279790599543,0.00641025641025641,-0.019277099369482277,-0.026143790849673203,-0.010101017701668765,0.05982911493496833,-0.014792871151519454,0.016666650109821553,-0.012244817863208307,-0.005780258874628977,0.0,0.0,-0.0051813471502590676,-0.022059186312010256,0.004016079638624071,0.0465632452298943
2000-01-19,-0.034782575524371605,-0.0034843337564944557,0.0,-0.03409087676400963,-0.02564102564102564,-0.012376208930051018,-0.013605442176870748,-0.006825892750223368,0.010989066418513339,0.018181831356660506,0.0,-0.025000008672007003,-0.00877190732070505,-0.019999980926513672,-0.014563123903328564,-0.013227513227513227,0.007752065708779247,-0.020161290942816303,-0.03846152278641795
2000-01-20,-0.0442477868637526,-0.003521140239892076,0.02500028203593822,-0.011764764455773846,0.01644736842105263,0.01496253919643031,-0.013793103448275862,-0.010344835292488449,-0.0027174048621125884,-0.002976232131872751,-0.01666674945089223,-0.01680669990829243,-0.0029499198913610276,0.06250000388051082,0.014778342739733153,-0.013477088948787063,-0.07462728134470589,0.0,-0.030634606181762725
2000-01-21,0.0,0.0,0.0,-0.023809501846360367,0.003289473684210526,0.0024875378091138343,0.0035087719298245615,-0.01056338831702897,0.0027174048621125884,0.00600597042505678,0.0172413633637985,0.004347706875550126,0.006006029054705395,0.0,-0.004878268637976965,0.008356545961002786,0.032519953560576804,0.004123727070916559,0.018181800842285156
2000-01-24,0.0,-0.003521140239892076,0.0,0.06024097942928767,-0.01607717041800643,-0.007444188187542668,-0.010416666666666666,-0.010638305460009888,-0.0053191755141680395,-0.02083332839113374,0.0,0.016666643541314655,-0.011834252077232498,-0.019230751596258297,-0.014563123903328564,-0.002688172043010753,0.13740522822671158,-0.004089995024511574,-0.02455353778691867
2000-01-25,-0.02752286674859517,-0.007142884390694755,-0.0121952561741157,0.0,-0.013114754098360656,0.0,-0.0035335689045936395,-0.010791374424895205,0.01881718239383246,-0.021276590589937618,0.0,0.0,-0.003002957249614664,-0.057692254788774884,0.010000121268588227,-0.01092896174863388,-0.06250024671737174,0.0041408026107377805,0.036951554665361624
2000-01-26,-0.009259294417005213,0.018050541019080508,-0.012345816569863832,-0.02272725117600642,0.019801980198019802,0.0299251710832072,0.03496503496503497,-0.0035714046269108924,0.026178030368656874,0.0030769047771455928,0.0172413633637985,-0.020325238332131942,0.0,-0.03773581510593208,-0.004878268637976965,0.0027472527472527475,0.0,-0.008196674537606701,0.03111114501953125
2000-01-27,0.009345830210495534,-0.017667844999275477,0.0,-0.023529458788438158,0.022653721682847898,0.0024212837537745937,0.02364864864864865,0.0035460754036725725,0.03553295531563813,-0.0030487625212475655,0.016949238156632324,0.0,0.003003071805090731,-0.058823532849172196,-0.004901859290239762,0.01366120218579235,0.0,0.010416666666666666,0.0623678818292256
2000-01-28,-0.009259294417005213,-0.01418445088854713,0.012194775025373078,0.01204818152329224,-0.031446540880503145,0.026315798833752357,-0.01948051948051948,0.03846151441827202,-0.004854393080645108,-0.018126841474375117,0.1,0.008264408080498468,-0.011976093042061034,0.0,-0.014705820504989855,-0.002631578947368421,0.007042369960909081,-0.01646089016826897,0.009708737864077669
2000-01-31,-0.02884608154465901,0.010948947028681441,0.0,0.01204818152329224,-0.003289473684210526,-0.002375273634542115,-0.02364864864864865,0.06785716680166054,-0.022500006137947105,0.0343749834590755,-0.015873000855468576,0.0546218402885601,-0.012158100526660096,-0.06000000238418579,-0.004999895643017615,-0.002702702702702703,0.06521769498166996,0.006276134766712504,-0.03800003051757812
2000-02-01,-0.01960782480441495,0.022222236350730614,0.0,-0.01204818152329224,-0.012987012987012988,-0.004761946482019004,-0.006896551724137931,-0.03973512776186392,-0.007518727795171786,0.029411706097212324,-0.03076920255401327,-0.023255821457658664,-0.018348693419554044,0.010638287753851585,-0.0049750210569112436,-0.005405405405405406,-0.045454581928356066,-0.006198409964871684,0.0
2000-02-02,0.04950494862528325,0.003649649009560481,-0.0121952561741157,0.0,-0.006557377049180328,-0.007142875474422492,-0.01020408163265306,-0.01712332541451348,0.025125647548742303,0.01675978897471949,0.031250064028428434,-0.023437508257037963,0.00615386962890625,0.0,0.010000121268588227,0.0027397260273972603,0.07999982864511587,0.0,-0.004000015258789062
2000-02-03,-0.01904760088239397,-0.007220243950571991,0.024096777850691482,0.0,-0.006600660066006601,-0.00956937331039655,0.023890784982935155,0.027971996278631308,0.004901985408744372,0.043835573959442056,-0.029411736347271383,-0.011857711736890455,-0.03636365948301373,0.0,-0.009852255585320815,0.0,-0.03592807857839529,-0.004149393356301188,0.009615384615384616
2000-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-08,-0.0339806189309163,-0.02909088134765625,-0.0121952561741157,-0.023809501846360367,-0.03666666666666667,-0.03398060923860106,-0.03333333333333333,-0.024137923328201208,0.024390261683006058,0.0496083184132697,-0.05970152307656038,-0.027559038342945742,-0.034482770991343566,-0.020833313930779262,-0.0248756798811012,-0.0028011204481792717,-0.07361947841781978,-0.004149393356301188,0.034482758620689655
2000-02-09,-0.015075338834740314,0.02962960137261285,-0.0121952561741157,0.0,-0.0273972602739726,0.00501257545435635,0.03793103448275862,-0.007017574950426169,0.03333329605663726,0.009876484410041292,0.0,0.039682442671427405,0.0,0.0,0.005154445846681111,0.00554016620498615,-0.057692545333161385,0.0,-0.011538461538461539
2000-02-10,-0.025510203585134165,-0.03597122400877216,-0.03571427313322616,-0.04938274239498085,0.0035714285714285713,-0.007481315943388444,-0.003401360544217687,0.007246409082962813,0.046729005527893365,0.06749994520089353,0.01639342660450326,-0.026922982403321853,0.0032467657125588383,0.0,0.010256535220224445,0.002793296089385475,-0.006895901678602712,0.010526315789473684,0.011904761904761904
2000-02-11,0.005208253653516227,-0.014925359325276825,0.03703702350678935,-0.025641002128344394,0.014234875444839857,-0.04522615411784405,0.02054794520547945,-0.01785710294961339,0.05676856505865113,0.0023640049415061645,0.016666650109821553,-0.007873964132140742,-0.028938894131542166,-0.010989065691980104,-0.020407993188889622,0.002777777777777778,-0.07432405634907309,-0.031055901111672304,0.01893939393939394
2000-02-14,-0.015625058983760716,-0.015151500920837589,-0.0243905123482314,-0.052631529414422,0.0035335689045936395,-0.026315727697234444,-0.043333333333333335,-0.07499997605548232,-0.06147545394339247,-0.03773581358677655,0.0,-0.03557313521067137,-0.034999974568684894,-0.04347828340440215,-0.07853411056020924,-0.005681818181818182,-0.03649694620794361,-0.021459228170476043,-0.0364963503649635
2000-02-15,0.021276677771900166,-0.0038461685180664062,0.02500028203593822,0.027777750183035924,-0.0034965034965034965,-0.02710020767202949,-0.006993006993006993,0.007692342074179232,-0.05240173084750705,-0.01463415677317961,-0.01639342660450326,-0.024590173023603355,0.01379309029414736,-0.02222220161814694,0.022727078845484833,0.008620689655172414,0.030768878329609343,0.017621127977375316,-0.045112781954887216
2000-02-16,0.02040814340536656,0.011494223474170444,0.02500028203593822,-0.0131578823536055,0.05555555555555555,0.04109589599081716,0.03508771929824561,0.007575791564953357,0.0,-0.027227709586618402,0.033333300219643106,-0.029411834150527914,0.08783784959331913,0.0,0.04347824917358651,0.03932584269662921,-0.05147061696393451,0.01956525056258492,-0.0234375
2000-02-17,-0.024509804379889626,0.007575786584446453,-0.03571427313322616,0.0,-0.058823529411764705,-0.018518436576648277,0.006802721088435374,0.014925440343268617,-0.01834861756393968,-0.01020402146173121,0.1,0.008620722909897455,0.01846149151141827,-0.01111110080907347,-0.005154871081872317,0.010869565217391304,0.0,0.02100840403479581,-0.016129032258064516
2000-02-18,0.015306083225598954,0.011538432194636418,0.03658540766079014,0.10666664441426595,-0.003472222222222222,-0.043010731200815,-0.006896551724137931,-0.0303029969551401,-0.018867918828039794,0.002564138461433128,0.03225803350434739,-0.021096997131782817,-0.029411764705882353,-0.011235944521335181,-0.03626927502227596,-0.01881720430107527,-0.007632869144157614,-0.004098376353816929,-0.044897959183673466
2000-02-21,0.005025144893802372,-0.026923106266902044,-0.056818525717746926,-0.07228916095257991,0.010638297872340425,0.008571451024436702,0.014234875444839857,0.0,0.015000075256568858,0.018324550522117348,0.06451616314521787,0.031818163327454976,-0.015384615384615385,0.0,0.0,-0.005555555555555556,-0.04615460075486132,0.002083301544189453,0.017543859649122806
2000-02-22,-0.030150773516147433,-0.05928853933729509,-0.0121952561741157,-0.06410250532086098,-0.010526315789473684,0.005617922391901873,-0.03169014084507042,-0.0279999910607134,-0.019704530895760023,0.018041180990102264,-0.02898547970379774,-0.026431729371012787,0.015625,0.02272725117600642,-0.005347482232997339,0.0,-0.05691059687679206,-0.01875003178914388,0.03017241379310345
2000-02-23,-0.005208352994586905,-0.020491803599057487,0.01250014101796911,0.0131578823536055,0.01773049645390071,-0.0225353035813789,-0.0036363636363636364,0.00813011749165803,0.03999998719037126,0.035532985168079255,0.04838705025652108,-0.004444415255110564,0.012269986030718378,0.011111167036458309,0.005405560634611802,0.005698005698005698,-0.0170933608166064,0.019108313270400815,0.008333333333333333
2000-02-24,0.0,-0.02500001589457194,0.0,-0.05063293717874323,0.010452961672473868,0.014204511556707648,0.05434782608695652,-0.040322578464989406,0.023923462571317403,-0.014563117596376546,-0.05797104579113893,-0.04741384143880444,0.0,-0.010989065691980104,0.016129049426770667,0.014044943820224719,-0.04237266214730421,-0.006263111528205903,0.056
